Genes	logFC	logCPM	PValue	FDR
27935_4	1.49793735572995	1.40770517113341	0.00592105532491754	0.030427735015996
13_62	-1.39435804347524	4.31068113234675	0.00592138686680351	0.030427735015996
11_13	-0.992525479369256	5.16088178906343	0.00592506569628509	0.0304391712064487
1323_3	1.17808218441283	7.68386149083388	0.0059312498804219	0.0304634695305141
45467	1.15000431758227	3.80433699058524	0.00593661282452767	0.0304835390070439
1258_4	1.15924204362116	4.66186678067873	0.00593900934090631	0.0304854994135878
84_57	1.39599523594676	4.31137779762877	0.00593990561503232	0.0304854994135878
1597_1	1.10903759356595	9.47037975039181	0.00595277805698466	0.0305440804516276
92_73	-1.88069778727632	-0.43101682645374	0.00596909991441276	0.0306203276285514
44_131	-1.30820991351921	3.08626536104512	0.00598075486125913	0.0306726029796945
13_273	1.17108860084248	6.37728543508177	0.00598356093718304	0.0306794819655566
48_45	-5.62334132206952	-2.30831328175504	0.00599812442773295	0.0307466265635993
81_21	-0.987248490288972	5.4524993617183	0.00600080074584207	0.0307528190902036
8_45	3.13454539266338	-0.228068085593319	0.00600904426593824	0.0307834654914484
90_9	-0.978360278908552	5.23478178727604	0.00600972023845942	0.0307834654914484
132_74	-1.42022007101831	3.02776587798142	0.00601837011198438	0.0308202352067269
33_157	-1.29991185359829	2.7607659126518	0.00602254209860274	0.0308340611721424
3_152	-1.19233582673367	7.22620441637747	0.00603783299199955	0.0309047927706331
3_453	1.55333146517309	1.11226929681337	0.00604196729842418	0.0309183985012203
81_156	-1.11916651792116	4.22894045618876	0.0060598783613904	0.0309980576891489
35309	-1.33884693097688	2.13066050947643	0.00606049397169085	0.0309980576891489
37194	-1.28068724064411	10.2794489763711	0.00606430779444333	0.0310099918834511
73_27	-1.551547683381	5.40073775544533	0.00607674827854332	0.0310608053297815
55_109	1.10008793285396	5.52070445931113	0.00607721080169228	0.0310608053297815
131_69	-1.1336338565597	3.84538310373438	0.00608044053539991	0.0310662485308357
26_41	0.980060967963347	5.46639731964594	0.00608124225239562	0.0310662485308357
253_2	-1.06608967264981	4.13500190516221	0.0060879908715717	0.0310931404060154
306_2	1.04295829344769	6.4658643953107	0.00609330730943158	0.031112706386164
1539_1	-1.06688234548156	4.71175197651494	0.00610205807497939	0.0311497943895792
190_11	-1.4316547950842	1.71882664693014	0.0061085825463097	0.0311755022983569
189_16	1.47274412275311	1.84871220861574	0.00611373660427404	0.0311942054023191
1_150	-1.05275106142993	5.60643808880035	0.00611846985870454	0.0312107528471911
60_80	-1.29393239848835	2.99543473492943	0.00612155411388162	0.0312188826187608
12_301	1.05632339628893	5.47903061284083	0.00612481084437567	0.0312278878129134
91_63	3.88379118621571	-2.04749740066764	0.00613960464564066	0.0312956970802978
673_2	-1.05199455334173	6.35490423817107	0.00615941761438524	0.0313858519295526
129_14	-1.35896008401177	10.040161344448	0.00616028824456389	0.0313858519295526
37_183	-1.00820724047803	6.07208407097668	0.0061647115649778	0.031400749933964
1213_3	-1.33981535656109	3.77304213380138	0.0061718806823275	0.0314296233628372
6_199	1.70162719856299	1.80958089403265	0.00617359959490625	0.0314307349332308
19_135	1.01197161875432	5.79699965862505	0.00618416649504399	0.0314768814674839
151_11	1.55061672228688	0.935495361826744	0.0061969127264808	0.0315340954946891
97_88	-1.06523506589449	4.19956709552995	0.00620241965268776	0.0315499524126009
2_207	6.17859946625331	-2.09323423777892	0.00620304149129103	0.0315499524126009
33908	3.13014421959326	3.92330827385706	0.00620933107605019	0.0315742751609302
76_40	-1.21834513987043	3.1642456739918	0.00622482447109456	0.0316453758609407
111_6	1.19405737535347	4.18351641934449	0.0062295699181277	0.0316567315899627
1_36	1.81841556348931	-0.112173989787588	0.00623008105103013	0.0316567315899627
27842_3	1.40886905893101	6.76274689702201	0.00623222722296016	0.0316599561447734
112_9	1.71438550243088	2.76008118225235	0.00625836116047765	0.0317850083671689
144_3	1.16512422212174	4.68750420672176	0.00626198888055288	0.0317957229341043
4_54	1.01128468161963	5.36025249582504	0.00627538539886866	0.0318560220987165
132_19	1.27937746691658	4.60787072067817	0.00627711361270384	0.0318570740533273
92_59	-1.381750506811	3.18608725338285	0.00629638847939064	0.0319471552085361
197_6	0.977314398695727	5.68244456300392	0.00630697277457767	0.031993108443577
86_60	1.06854279292924	5.19061437155681	0.00631288169561172	0.0320153285991737
55_148	0.977822785822436	5.80708333516211	0.0063296083157876	0.0320864308826601
102_19	-1.95541252586947	-0.318318236954873	0.00633083056803521	0.0320864308826601
30780	-2.01484906660118	-0.546430120074706	0.00633149767667864	0.0320864308826601
73_83	1.32392563238994	2.41771324405259	0.00633427681963704	0.0320927498759791
7_199	1.0886671302044	7.9903575322428	0.00635330226747348	0.0321813581601529
162_46	1.08050008872371	7.0135998657491	0.0063585853223063	0.0321878432499547
106_110	-1.09865393723306	6.19866619463529	0.00635875237463247	0.0321878432499547
130_58	-1.03742505017526	6.2551596339386	0.00635919290371509	0.0321878432499547
6_350	2.00018950950281	-0.810607101729766	0.00638210869726671	0.0322960296362047
80_47	-1.03839452257621	5.59030448641371	0.00638446638851116	0.0323001566442914
57_34	-1.15647142962576	3.52166041883198	0.00639908212557603	0.032366282327986
11_20	-0.989172058874717	5.67950208016538	0.0064055915866891	0.0323856712114991
1036_1	-3.48168543193619	-2.05659520494817	0.00640600791736647	0.0323856712114991
42255	-1.42209453657323	6.05135938808147	0.00641439476942356	0.032420245763894
120_38	-1.03830509695945	4.56530766191426	0.00643056471054359	0.0324941321742667
107_103	-0.994302894355919	4.91405691445998	0.0064352227839707	0.0325098266305514
3_74	1.2890955752233	5.95674545781974	0.00646474133131714	0.0326468019512434
271_7	-1.28781020341416	7.21434584087685	0.00646545402214169	0.0326468019512434
7_78	-1.51422812069469	1.19150819826973	0.00647612984994122	0.0326928271166591
34_126	0.980110800904251	5.92419949065938	0.00649553353178478	0.0327828794754776
5_2	0.963759307573199	5.60206138760008	0.00649859175984468	0.0327904130113098
1369_2	-1.16927273243852	3.56668728517281	0.00650365585602896	0.0328080616340382
21_119	1.11185899336398	6.50936511665317	0.00650892549883633	0.0328267383995008
20_102	1.11668003130041	9.32380371698526	0.00652791127537441	0.0329145646756661
50_112	5.69817265073364	-2.3881553276083	0.00654384779927422	0.0329869776548252
17_112	-1.02642343542477	5.02591016477341	0.0065525796913478	0.033023046591742
26_87	0.97280000785868	5.436111211427	0.00656491296592412	0.0330772437024972
10_67	1.54307862249145	0.697579695007305	0.00657600050506251	0.0331251396292771
40031	3.91037109746636	1.24436265004163	0.00658326268065379	0.0331478280456411
12_153	-1.3514744801851	2.64413792113826	0.00658366983384421	0.0331478280456411
195_26	-1.21296323379807	5.28508880289825	0.00658582634545001	0.0331501895501581
36_132	1.23739291064273	3.09130160110866	0.00658730431643628	0.0331501895501581
53_122	-1.83657124873324	0.765486336426034	0.00658920489097445	0.033151788720024
33379_2	-1.56279129695419	1.38908110560224	0.00659724274419157	0.0331842577514631
3863_1	1.33612157106651	2.36386458092609	0.00659976429414885	0.0331889707421243
967_2	-1.22471718866395	6.56732908594618	0.00660384453158567	0.0332015179342443
2_143	-1.37903614880657	6.1727581223849	0.00660957142873312	0.033222335871086
84_14	-1.3644457012161	6.31879537387998	0.00662793887941423	0.0333066650262311
6_17	-1.20198868754663	3.38152366369478	0.00664961187061287	0.0334075607171952
46_171	-1.04989607988582	5.42745954574365	0.0066581837191271	0.0334426038362391
223_21	-1.43198954312992	1.95566611993732	0.00666293945152611	0.0334584672290133
0_174	1.04582722671879	6.54709511752465	0.00667911124627689	0.0335316359188086
55_7	-1.06237771368382	4.47260334215461	0.00670018382246126	0.0336293674002998
55_56	-1.50947467491516	2.31660037215811	0.00670218097835046	0.0336313321973048
87_49	1.66618357238376	0.844815869770736	0.00671132614924615	0.0336691559750804
84_69	1.14753595595994	6.39644165333643	0.00671891684056012	0.0336991650444281
44_141	-1.00917397464593	5.77139728899891	0.00672133217719811	0.0337032086309347
2_332	2.08346659604782	-0.870096309001213	0.00673193915171061	0.0337483163074626
29_53	1.76077350518795	1.13527740792179	0.00673448001989013	0.0337529753569272
58_12	-1.13067448914203	3.59613961861848	0.00674059435585767	0.0337755379864686
1440_1	1.049491032081	4.72429999243222	0.00674748829825983	0.033801995313813
137_23	1.07176755676166	6.32680752366477	0.00676696474405774	0.0338914578106861
52_9	-1.42952503796438	2.696365003488	0.00677338703833844	0.0339125950796677
163_22	-1.63590895612839	8.92533806177475	0.00677585576950564	0.0339125950796677
26_35	-2.03594720398068	-0.755676916678469	0.00677604251174071	0.0339125950796677
163_3	-1.49166269968475	9.2533498438937	0.00678753134114586	0.033956010197536
1_104	-1.5065437373875	1.65507060044173	0.00678795964178004	0.033956010197536
94_79	-1.39723041846845	5.16760474021484	0.00678986659687738	0.0339574393198655
146_41	1.04868831592539	5.99573032662733	0.00680154086329539	0.034003799210468
29045_2	-1.17384695286281	3.50657994737219	0.00680238332260019	0.034003799210468
3_458	1.09664984629209	6.15585658306293	0.00681062979266373	0.0340298214701969
178_21	-1.0926131943139	8.81116273024519	0.0068108384627866	0.0340298214701969
230_2	-1.20029152386977	5.51353422418272	0.0068147070930046	0.0340410303035968
375_4	-2.33639892318028	-0.885481415975643	0.00681729784439486	0.0340458520149858
46_139	1.04491860217416	4.41799799022487	0.00683826430539784	0.0341424185641377
23_6	0.95883841666064	5.60210066161	0.00684448921366545	0.0341581960161551
66_115	1.23669688356	8.05539706577663	0.00684468601956568	0.0341581960161551
44_66	-1.60388457205367	4.03560167785431	0.0068807791111452	0.0343301377996513
169_7	1.03026225114037	4.14669733444278	0.00688807137448025	0.0343583364940436
28_119	0.982769246355692	5.7255746392449	0.00689758078811919	0.0343944685091186
139_2	1.10496510463468	7.86423718817774	0.00689999303236249	0.0343944685091186
6_30	-1.68004719020827	0.114049575746078	0.00690024142636984	0.0343944685091186
3_460	-1.11241772871875	4.37532043659808	0.00691166457929115	0.0344432107097913
119_2	1.05244707135761	7.29419391669576	0.00691472428222657	0.0344502616772682
104_57	-1.27191519606123	9.35375976051404	0.00691971400214859	0.0344669226575511
33_201	4.00026034674737	-1.3402443515061	0.00692152641341665	0.034467753383027
192_12	-1.67994350616103	0.83397805271912	0.00694366839523815	0.0345697966575382
84_93	-1.55856995947596	0.763137825445331	0.00695440399460088	0.0346144137813456
36_197	-1.51703270279191	1.22653646446852	0.00695593543116178	0.0346144137813456
6_8	-0.996759510038411	6.06776740774694	0.00696054437418496	0.0346225589507186
38049	1.3390711376095	5.76689720516159	0.00696087828796734	0.0346225589507186
3_66	1.09529916338995	3.8824318293164	0.0069641231227169	0.0346304745501675
3_485	3.55933294772398	-1.23581903411325	0.00698972059794506	0.0347495129181009
6_325	1.29752638544859	3.9149912509036	0.00702262499103334	0.0348910996939829
193_12	-1.32675128007952	2.29663852324853	0.00702273133053158	0.0348910996939829
66_53	-0.978673780262828	5.67233792752778	0.00702319772307625	0.0348910996939829
48_125	0.967270859508703	5.76704993628669	0.00703483259909744	0.0349362716057295
14_16	1.0214723069177	6.2598151520702	0.00703562633721495	0.0349362716057295
53_70	1.0049865683506	6.21735618834128	0.00703968914721078	0.0349481605092035
25_127	1.62487022897615	3.74502917799991	0.0070591991768293	0.0350308051295727
6_220	-1.37841596757486	4.70973147100504	0.0070596814729972	0.0350308051295727
25278_2	1.90992220676523	3.71834373524149	0.00706343994915368	0.0350411534190014
173_12	1.03109634032192	6.56726895418506	0.00708360099351533	0.0351328493509777
33_27	1.38505592692597	2.14623404686383	0.00711550670459861	0.0352827386192751
17_52	-0.99140623672531	6.11380790733829	0.007138697676648	0.035389354517726
75_6	-1.14843410987084	7.21206251278211	0.00714840801518326	0.0354278942727422
56_32	3.94056037032259	-0.307047640376387	0.00714985481455628	0.0354278942727422
152_6	2.82099824048473	-0.220210417078996	0.00715429584152609	0.0354415152319688
26_199	-1.04635188158459	6.18146751192625	0.0071621267526532	0.0354719188541786
146_25	1.01143663398201	5.51698655428014	0.00716825462676223	0.0354938754509539
9_251	1.45960427997017	10.5493984610242	0.00717820747893794	0.0355347567114997
52_12	-1.03205609850528	5.99459997118433	0.00718465600658436	0.0355582750609427
10_72	1.23877107698421	3.05269780193278	0.0071878208663543	0.0355655346198419
37_40	1.14216716542022	7.78561834720067	0.0072106579428832	0.0356701064274182
8_164	2.15985943253447	-0.708671447079116	0.0072175012599481	0.0356955286634269
587_3	1.02471878667933	4.55216728213469	0.00722529060451175	0.0357256165513453
30_94	-1.1388221728796	3.53034344469061	0.0072324843420448	0.0357527459391381
3_480	1.30566421776876	3.29228803145686	0.00724439047961724	0.035803152099005
67_83	1.18643542130785	3.21950772906588	0.00727615255537068	0.0359516431404197
42693	-2.43316105206769	-0.925541689827046	0.00728213352235701	0.0359727091098509
40_45	1.34262520417482	4.94541888878208	0.00729016831812614	0.0360039083761264
46_79	1.02981096356831	6.52256995398362	0.00729804184363489	0.0360266920712053
36_68	1.03452100074864	7.12995035274236	0.00730120408086351	0.0360266920712053
14_32	-2.48618616694365	-1.12530238872316	0.0073015045443293	0.0360266920712053
5_14	-1.10320493667248	7.56989389923642	0.00730166186881197	0.0360266920712053
106_74	-1.25116949007736	3.19025311582428	0.00731485157876204	0.0360832704468137
41047	-1.29523225594411	2.92388940544083	0.0073270395945842	0.0361348821070323
195_5	1.25970657972943	2.57193692754018	0.00733170432419555	0.036149375487353
4_111	-1.07966009238553	7.44328294818924	0.00733901784237113	0.0361732378951804
199_10	1.06107107925283	4.32704722772548	0.00733999814058327	0.0361732378951804
83_45	3.01102562464867	2.46079795149271	0.00734683864883217	0.0361984322511856
286_12	1.57594761465158	0.445998452503744	0.00735404887018346	0.0362254359327358
8_176	0.99928223889644	6.14026023596943	0.00736978666688846	0.0362912405342311
12_252	1.38049463816048	5.99839914593805	0.00737087310731053	0.0362912405342311
23_170	-1.14220954833124	3.50453581676768	0.00738843864559091	0.0363691768347595
18_34	-1.00005262251406	4.6567159314036	0.0074002927870867	0.0364123982043333
36_22	-1.09936039694915	6.3783738174528	0.0074006960685532	0.0364123982043333
286_9	-0.992153247302061	6.12069248130128	0.00741311409648694	0.0364649306601501
128_22	1.35091806337872	3.97416865679785	0.00742506270024196	0.0365151299029274
129_24	1.18847790842036	4.57875860731221	0.00744057276628798	0.0365828161009159
289_6	1.0218876294567	6.54063202045701	0.00744482391513826	0.0365951271773224
55_1	-1.10141456969302	6.70611575070138	0.00744675559957662	0.0365960337947284
104_6	0.96337016927444	5.62396675269615	0.00746191269815794	0.0366619191796664
35741	-1.02069283207596	6.52913472880835	0.00747808027529559	0.0367327371871637
634_3	0.999268748200807	4.67934215069997	0.00748417726531351	0.0367540663123075
131_86	0.982844807619386	6.14835324262426	0.00749173804143742	0.0367825722639256
327_1	1.07014383792675	7.5415222162034	0.00749651780395658	0.0367974139685659
84_60	-1.23853344261421	3.19942006552915	0.00750559983110333	0.0368333618703044
41_12	1.21302184340066	2.91024213824633	0.00751267963933896	0.0368594694415448
50_68	2.34463097826059	-1.49526372953359	0.00751603337796076	0.0368627128840266
27_154	1.11977749349197	3.74050616547888	0.00751686066973872	0.0368627128840266
508_5	1.9426607483441	2.70085837042274	0.00753029571763069	0.0369199540743855
94_44	0.961426118077175	5.96685426298469	0.00753794707280455	0.0369488184975173
39722_1	2.13488031568147	-1.1000892698708	0.00754532710725651	0.0369733564026625
215_9	-1.04700120247848	5.89498699965077	0.00754648358182776	0.0369733564026625
14_205	2.15160612634862	1.98980445911461	0.00755727487129959	0.0370175683300678
3_33	-1.0948785124539	4.77172320172609	0.00757577090945088	0.0370994906940493
524_2	1.01948053511977	5.5104215806223	0.00760629843847101	0.0372402806904571
1170_1	0.967273616077087	5.04051157165297	0.00761271661896992	0.0372572739490342
16_38	-1.08775110211836	7.44945064479707	0.00761390281527531	0.0372572739490342
139_19	-1.06208322808	8.40141617062998	0.00761686592197895	0.0372572739490342
33573	-1.52354306940473	1.46600144265502	0.00761688455716231	0.0372572739490342
3_345	-1.20434922257942	8.18283863907456	0.00762306796147148	0.0372788135542891
65_136	-0.965838975884831	6.00330254556017	0.00764584187640175	0.0373814561394105
30_68	-1.68325087629127	1.21784652791179	0.00765564871059451	0.0374126683465818
33379_1	-1.60105546372312	0.754511718571325	0.00765579835442585	0.0374126683465818
337_6	1.05407782738236	8.0140479074997	0.00767370197288564	0.0374914130679006
55_79	1.2142731958231	3.50878343849993	0.00767977672049373	0.0375123422133258
29_23	0.956601396086208	5.1934003629814	0.00768725349221669	0.0375395199434544
132_53	1.01529436569303	4.63739461634082	0.00768892530711003	0.0375395199434544
116_49	2.1928474119319	-1.40065810106497	0.00772523886445199	0.0377080233083074
13_214	-1.26800389009172	2.49294858803802	0.00773497393436434	0.0377467448870599
75_14	-0.980206892691059	5.99619954714256	0.00774652919036886	0.0377943288824309
39307	1.10148052009267	5.48490310608202	0.00780084790733198	0.0380504796038817
14_83	1.03936719582706	4.23970512029856	0.00781330757617812	0.038096548545496
33_38	-1.36347254743566	1.8616237302164	0.00781506928009174	0.038096548545496
2_315	1.12504255930342	7.24795238771209	0.00781574930054888	0.038096548545496
29_132	-2.08583983854929	-0.881321718522959	0.00782293810696402	0.0381227172290278
132_21	-1.35541390432625	1.8961969562312	0.00782985567521617	0.0381475522487562
5_302	-1.06532548657558	5.38518349242445	0.00783550825083923	0.0381662140264715
119_99	1.80527035995227	6.19447595607351	0.00784177795157748	0.0381878724007883
5_59	1.06587424719353	6.17016637539098	0.00784846147898899	0.0382115354898709
305_1	-1.41098659595614	1.36316141777946	0.00785209476858966	0.0382203404434372
1_29	3.24342904774919	0.127898526256572	0.00786283552519943	0.0382637291067152
34_202	-1.44811961102791	1.76796871444998	0.00787282692679994	0.0382972010313935
178_3	1.71420607398716	-0.247300524749516	0.00787337062025211	0.0382972010313935
2660_1	0.965895817176596	5.00459284107273	0.00787727189216183	0.0383072811194171
117_94	1.15301312489033	4.63871758775344	0.0078817110116232	0.0383171688756476
3_93	-1.15526583084446	6.78404095326468	0.00788296398592339	0.0383171688756476
61_16	-1.93340025588772	0.397672343258603	0.00789325681153156	0.038358297892698
5_124	-1.94175806129582	-0.609400782926994	0.00790723620067363	0.0384173190032728
86_74	-1.05689625821847	6.32229205726493	0.00792484294828007	0.0384939321780441
95_3	1.48439304804461	1.06211704119852	0.00792690550671086	0.0384950233800276
264_8	5.34161703071615	-2.57136995013672	0.00794108878564718	0.0385549616632778
106_115	-1.04342719988292	4.8117155270372	0.00794624434705782	0.0385710516452204
435_1	-2.22367065070045	-1.1255049189016	0.00794949370051256	0.0385778835860138
64_85	-1.11142565762397	3.48681667993841	0.00796492263180936	0.0386438046150677
135_38	1.12504429870374	5.68844721632834	0.00799418887023948	0.0387768147029101
3_493	-1.15308115185379	3.39972491237287	0.00799654219480786	0.0387792489627809
64_93	1.34030263125376	2.78929126055721	0.00801665585171257	0.0388677909291944
25_19	1.20147582723692	3.18186969075327	0.00803035811340623	0.0389150629340714
1086_3	1.63217148456337	2.08233026182152	0.0080304728204617	0.0389150629340714
27_3	1.03985360382923	7.48213782697703	0.00803197980730441	0.0389150629340714
23_108	-1.09479925744838	3.70209904499614	0.00804775585723857	0.038982480672956
84_75	0.959964691308693	5.10397038725651	0.00804978815954155	0.0389833093645313
8_80	-1.30286376986431	2.52342778987269	0.00805747909378566	0.0390115348172309
85_57	-1.03120121319878	4.01338505998755	0.00806112661921643	0.0390201749571269
30992_2	1.83675475283817	2.46851230313655	0.00806682823871395	0.0390387517236284
64_136	1.60915580112567	1.12597665063012	0.00807579801402167	0.0390685094193371
34_198	1.23094827854694	2.78982165353328	0.00807670784367294	0.0390685094193371
12_86	1.04869710156429	4.57741047605749	0.00808207746384512	0.0390854565874477
284_3	-1.03320664828869	5.85650358741737	0.0081062782471253	0.0391923832519146
108_71	1.02764498689794	6.95106359419789	0.00810793013275464	0.0391923832519146
2_189	-1.01260874710632	6.65678053381804	0.00811032692283539	0.0391949232576805
11_98	1.08414310480028	7.52867647874443	0.00812136081608218	0.0392382426176722
55_96	0.984681833443278	6.12386047076744	0.0081247992749184	0.0392382426176722
142_41	2.2733573761925	4.18484692421609	0.00812491087289779	0.0392382426176722
44_8	-1.00424185389646	5.01603765476574	0.00814188747679968	0.039307642744306
109_36	0.992923989352088	6.17926023156611	0.00814303470363064	0.039307642744306
3_230	-1.21212831231398	2.8255334035161	0.00815544811538933	0.0393529572437573
30_146	3.39340847108502	1.91594170482815	0.00815617987085941	0.0393529572437573
14_79	1.03865597884153	4.06505151313412	0.00815876244716792	0.039356351786258
18_110	0.966631260299405	5.36170018026215	0.00816121292167264	0.039359107677742
57_56	1.23043775816533	3.65688796222128	0.00817411053189502	0.0394122341368649
27_256	-1.00542360965619	6.36361626291851	0.00818435599269522	0.0394525514998852
1516_1	-2.11589092044337	-0.885849934157614	0.0081884966560645	0.0394609251938993
130_29	2.19408284300577	-1.40094496945066	0.00818986115148628	0.0394609251938993
9_366	1.28280756202263	3.23875035951897	0.00820082564067188	0.0395046672134021
40_35	-1.14646204390511	4.40781700200138	0.00820778973603785	0.0395291230216861
40336	-1.02802852056868	4.58974722991014	0.00822534104385493	0.0395963163737777
13_257	-1.05334566524357	3.97821588676323	0.00822552268046345	0.0395963163737777
81_126	1.07639997312509	7.70878016504668	0.00823513597134578	0.0396334841268009
85_58	-1.13634607213416	3.38974836375761	0.00823785871305608	0.0396374800700574
20_107	-1.0159604128888	7.11865507758497	0.00824343018482838	0.0396437799926381
122_9	-1.23061291787866	3.46744645650303	0.008245090491625	0.0396437799926381
4_23	3.59052620706175	-2.20770603542148	0.0082453695484677	0.0396437799926381
28_91	-1.103269419614	4.66239518592304	0.0082467390512258	0.0396437799926381
997_5	-2.08729080076985	0.110874743540937	0.00827755059483237	0.0397827666839752
49_27	1.03711024162055	7.30275225663178	0.00829047246036737	0.0398357296816689
87_111	2.81648126487574	0.715497391345798	0.00829744044232483	0.0398600665285536
33_32	-1.03847102113675	4.01326350679477	0.00831738191985116	0.0399467012866963
53_93	0.988451733544602	5.20675315134594	0.00832252837261953	0.039962255104199
145_13	1.29574875906418	2.07289747103355	0.00832953652506754	0.0399841250495024
1346_2	0.978736681296381	6.12929320943428	0.00833090101294001	0.0399841250495024
2974_2	0.987244638069213	4.57308763314325	0.00833945923027708	0.040016030602097
18_120	-1.11333924632371	3.85634719580121	0.00835053057346429	0.0400599777510787
56_81	1.55931416753847	1.01415636037751	0.00835498857166814	0.0400721858561001
42579	1.0585590493798	4.23985167224643	0.00836300231421991	0.0401014385236575
16_25	-0.994002252756858	4.45427408757165	0.00838250832533828	0.0401857717725361
42_4	2.2331031649452	-1.2053007061445	0.00838755596558049	0.0402007688098589
25_47	0.985100359716857	5.23316182456012	0.00839856014725063	0.0402443015978413
8_277	-0.967665909251054	6.0087769666581	0.00840636661168664	0.0402724951239196
120_49	1.92643751490193	1.69423398240423	0.0084085856167991	0.040273913959263
1_276	2.73127679365464	-0.699565983619717	0.0084120024983359	0.0402810682047657
209_12	4.19310239891879	-1.85903724297699	0.00842317489973318	0.0403253481771226
19_261	1.08788807899063	3.87620653256758	0.00843257159545111	0.0403611087903847
89_31	1.60866046207793	0.268443188264257	0.00843955596637212	0.0403853095078053
38803	-0.99570765642919	5.99528227222522	0.00844284918362403	0.040391840144131
5_236	-2.72319843967642	-1.53730979259043	0.00844974032725971	0.0404103694720836
1_65	-0.960515748948211	5.06583523151078	0.00845058096384464	0.0404103694720836
190_36	1.38759814284178	1.55271505974849	0.00847450090761479	0.0405155036544149
3_379	1.06112196227883	5.95757117685766	0.00847979313294005	0.0405315534389387
37122	-1.12683176334699	4.27747951065063	0.00850085220493593	0.0406151958069202
48_235	-1.38301546087594	2.91817952530035	0.00850280335164768	0.0406151958069202
36_203	-1.17783753489547	4.24669495032581	0.00850310974520626	0.0406151958069202
1188_2	1.01631975377766	4.10947498648448	0.00852540220307174	0.0407079123341188
129_41	1.0105023243567	6.92285464207858	0.00852640780185149	0.0407079123341188
136_23	1.09002185483522	7.32978808606831	0.00853934182786491	0.04076037251245
62_135	-1.26916592033336	4.03608659607333	0.00857448829854039	0.0409188100735768
2298_3	2.05297425332747	-0.369507980259425	0.00858520027361749	0.0409605967496397
51_51	3.11364576069974	-1.93954591014535	0.00859619728156839	0.0410037239950922
14_143	0.967941935725327	5.74986663499767	0.00859854114058141	0.041005565616912
34_152	-0.962528489923481	5.60088422832117	0.00860944244312055	0.0410482066859003
108_64	-2.49361381845024	-1.70641480526215	0.0086125562347191	0.0410537074046863
26_225	-1.20257433559734	8.48706324418755	0.00862434773920863	0.0411005605000511
283_1	-1.25706375575424	2.75299231728391	0.00863217885757917	0.0411285227870782
42_12	-1.19946109762091	3.15697361375251	0.00863418043113202	0.041128703463739
2869_2	1.35612615654969	2.00436947672138	0.00864131384302191	0.0411533238840596
59_14	-0.974500562975911	4.80892465735642	0.00864510184808209	0.0411620045937893
59_30	1.36577317260839	1.58512793542263	0.0086658272503503	0.0412479073407286
107_29	2.18345241757869	-1.07647093858668	0.00866708236841951	0.0412479073407286
27_50	1.79034447774201	-0.253919606890978	0.00866980533930468	0.0412514931466916
15_140	-1.22555810314856	3.27608134984268	0.00867778201463409	0.0412800691111767
120_19	-2.33322086892134	-1.25030395800308	0.00868273973341549	0.0412850055822504
43504	1.25390310822935	2.49175393903144	0.00868276197611903	0.0412850055822504
75_24	1.35621261896504	1.95956648273234	0.00870191080542161	0.0413666640534625
8_173	1.47327397625537	0.933602631829593	0.00870845222859826	0.041388366673018
41834	-1.50111285027766	2.52483706127476	0.00871588495265669	0.0414142945402437
16_192	1.05709235044097	6.69856452308051	0.00874532661830026	0.0415447643502606
177_3	1.05605986626555	4.75295292078464	0.00876099851870676	0.0416097764114089
42_116	1.1092650140385	4.26325546043407	0.00876882601721738	0.0416375109795099
23_25	1.01307172276062	6.53348545815775	0.0087972668360625	0.0417630901816249
99_1	1.04654857655669	4.38359181308684	0.00880288522235381	0.0417802925407207
49_10	-1.07566119523188	4.71979265694557	0.00880753901185407	0.0417929099690266
50_60	-1.23776984129614	3.05787634576074	0.00881446555640373	0.0418163037551248
3091_1	-1.16839238496298	7.71417050435597	0.00882048553981302	0.041835387144788
36_134	5.35785334368032	-2.5664799564425	0.00882630324102514	0.0418520643700172
3_350	-0.947567309224915	5.02671232183071	0.00882805068302459	0.0418520643700172
11_39	5.35786241110868	-2.5664799564425	0.00883164615825361	0.0418520643700172
13_2	1.25292710345073	4.66645851871149	0.0088319944862963	0.0418520643700172
6_50	0.999314917180821	4.94354184724141	0.00883802545003056	0.0418711701087741
1195_2	2.64451575197333	2.07172873399705	0.00884199914855133	0.041872352644492
64_10	-0.958374251305517	5.0980498961589	0.00884227337056997	0.041872352644492
70_65	1.1442015608368	3.5347738902994	0.00885855964658282	0.0419342419574884
36_126	1.7238468366645	0.29673294253139	0.00885934689242713	0.0419342419574884
13_1	2.29831531375366	-0.402055682747484	0.00886289183330517	0.0419415430295022
35625	1.16285785478438	3.4753713762757	0.00889224773362915	0.042070957483818
32_55	2.04064526128069	-1.16587031666428	0.00889877287694134	0.0420923211173298
52_150	-1.0965676173172	3.65179896073659	0.00891508537580593	0.0421599600804369
28_25	-1.46809246386762	1.35324239984853	0.00893013001112191	0.0422215740593563
81_1	0.928064342027983	5.52992873167226	0.00894727388151697	0.0422771314633669
357_3	-2.27565225086315	-1.32054443435052	0.00894743338571776	0.0422771314633669
261_2	0.978413918879195	6.22700699594253	0.00894878208185289	0.0422771314633669
85_90	-1.11392058554437	5.8945142570808	0.00894995468649171	0.0422771314633669
1088_3	1.97676977032292	5.77319818644395	0.00895601101326685	0.0422915384272193
23_94	-0.93827792411793	5.0580445254504	0.00895704294405084	0.0422915384272193
78_24	-2.06038542500675	2.82364035170765	0.008972152809418	0.0423533334670408
