Genes	logFC	PValue	FDR
3_454	0.395866854176035	0.293180679326084	0.513047817569123
35_62	0.500327257819008	0.293289348299026	0.51319510443802
8_237	-0.583769340566279	0.293376230445072	0.51330424748743
33136_2	0.480982687005744	0.29344761181438	0.513386253713013
140_39	-0.702627454654388	0.293489727463075	0.513417050172397
9_106	0.387989509156176	0.293529729234868	0.513421612853258
1512_3	0.475078483102145	0.293552544338678	0.513421612853258
48_35	0.444626687188987	0.293565874219652	0.513421612853258
42_140	0.378378840277156	0.293649601154424	0.513525164580396
13_168	0.374056129238135	0.293694282958085	0.513560423823433
72_25	0.43255096421192	0.293728369578241	0.513577151750251
48_56	-0.435546048458383	0.293763253466069	0.513595270771854
47_49	0.41198929956179	0.293791740964241	0.513602204698776
388_1	-0.400389935585959	0.29386387648887	0.513685435908812
9_271	-0.410789426421983	0.293909979210612	0.513723150677315
103_84	0.584160417505861	0.293986252808202	0.513813590209262
42_131	0.386068069156081	0.294116618497567	0.513948928894752
1_213	-0.464287550377165	0.294133858614374	0.513948928894752
165_45	0.767857061815463	0.294137302967839	0.513948928894752
53_139	-0.474278583559009	0.29440693646459	0.514363304046263
10_206	0.379584087625473	0.294439632126116	0.514363304046263
285_6	-0.516402394677135	0.294448126785137	0.514363304046263
173_30	-0.639657510229278	0.294563558528399	0.51452203597509
171_25	0.701449986191006	0.294691628418028	0.51466052358071
1007_4	-0.387545595365569	0.294691986598398	0.51466052358071
85_48	-0.571678718879385	0.29472103109677	0.514668333860417
21_118	0.392995310691612	0.294768240388529	0.514670394329031
135_12	0.384083683206601	0.294771355949919	0.514670394329031
8_27	0.408626698294851	0.294819643075182	0.514711796633298
34_3	1.05506064546203	0.294938570218471	0.514876508853632
10_260	-0.369609239363929	0.295117610171526	0.515146124263906
953_3	-1.19400177279593	0.295229694212265	0.51529882877299
190_32	0.496065440433688	0.295754347189083	0.516171552526901
3317_1	0.389419585668799	0.295858233644867	0.51630659987323
47_39	-1.08379017880317	0.295881027370655	0.51630659987323
37_218	0.950554801425588	0.295981871932529	0.516439545786973
25_26	0.387741497771377	0.29611968040824	0.516636960112503
173_38	-0.709601121577046	0.296182948155482	0.516667011689406
7_212	0.386692936600875	0.296204779153295	0.516667011689406
6_26	-0.972059198175747	0.296227588746526	0.516667011689406
81_155	0.50563381565056	0.296243918275549	0.516667011689406
104_15	1.38608642881943	0.296260243990918	0.516667011689406
26_163	-0.440310233818647	0.296433307057692	0.516806422260551
2180_1	0.457859165265389	0.29643522655036	0.516806422260551
19_269	0.384240161897862	0.296436650733537	0.516806422260551
84_44	0.414994048351492	0.296438880737086	0.516806422260551
163_12	1.03952859559269	0.296604212821804	0.517051621935305
4_75	-0.447028295273652	0.296782002291174	0.517318495172157
45_27	-0.693960277406494	0.296871203125371	0.517405929225694
52_106	0.408419213437909	0.29688156874836	0.517405929225694
25_87	0.637251975919202	0.297030079953294	0.517565180250441
48_136	0.390922771397675	0.297032139383546	0.517565180250441
7_194	0.385949613740364	0.297060331610653	0.517565180250441
43_50	-0.432397871170003	0.29707667793549	0.517565180250441
70_89	-0.390994980845424	0.297096498551017	0.517565180250441
56_80	0.655424226798566	0.297209780382891	0.517719465246145
5_194	-0.686632581265859	0.297289813531072	0.517815812424807
9_221	-0.37519476422921	0.297439555249799	0.518022803816681
43_147	0.394222450491221	0.297477156251466	0.518022803816681
179_2	-0.460481274364423	0.297482849573026	0.518022803816681
39_30	0.473065727827304	0.297560282174216	0.518114565644604
44855	0.420988008970238	0.297658133567601	0.51824186264118
2662_1	0.483359431510682	0.297726401349432	0.518273853401264
182_11	-0.572666164375181	0.297732551866165	0.518273853401264
108_35	-0.413080588221321	0.297750741369177	0.518273853401264
119_57	-0.654128248308761	0.298133167087584	0.518896392276005
106_48	-0.373033458762109	0.298440082534867	0.519387414099941
14_126	2.02569746514412	0.298610396330606	0.519598210012212
205_7	2.02315010458045	0.29861082138539	0.519598210012212
107_68	0.389731022761212	0.298664485420657	0.519647234331552
37_187	-0.415277930350035	0.29868861561793	0.519647234331552
20_210	2.22402133605253	0.298763378787512	0.519734133613325
32_65	0.602101105429982	0.298863421943666	0.519864992327056
28_146	0.961154520962339	0.298954606891541	0.519980421968388
11_154	-0.386426711969147	0.299150496000819	0.520277932304007
19_253	0.530852189597347	0.299427530449149	0.52070478302554
55_88	-0.406230532769985	0.299463951597264	0.52070478302554
6_384	-0.378278852248074	0.29947050925403	0.52070478302554
114_33	0.397764165870329	0.299582062538816	0.520794317398792
13_122	0.89709306527525	0.299619901983733	0.520794317398792
52_143	0.408640973574865	0.29962879111736	0.520794317398792
9_167	0.378135450103602	0.299638442947746	0.520794317398792
110_4	-0.576499792672217	0.299668072927443	0.520794317398792
817_2	-0.537141880413033	0.299671191849618	0.520794317398792
53_62	-0.399993851357202	0.299842951258047	0.521042437418953
86_67	-0.720951570164327	0.29987509210603	0.521042437418953
214_7	-0.493237613955109	0.299888593128932	0.521042437418953
1222_2	-0.531252683735	0.300058518691868	0.521294432150064
21_144	0.587340456057969	0.300180714311212	0.521463470286832
15_81	0.39689920214683	0.30038613847729	0.52176340620066
110_34	0.431300483782971	0.300403194813739	0.52176340620066
27_16	0.433428945631275	0.300669121815825	0.522181986437185
27_27	0.386002652535743	0.30078951395903	0.522347763027268
48_207	0.455416683569308	0.300823353609445	0.522353761447705
86_14	-0.391903889369116	0.300854712382959	0.522353761447705
7_152	-0.480503959144339	0.300867786016	0.522353761447705
111_32	-0.420130611211532	0.300898114141512	0.522363116510067
228_2	0.478513597185436	0.300990942284771	0.522452696013176
9_206	-0.418296790813023	0.300999602902411	0.522452696013176
2911_1	0.66492278214678	0.301184624991484	0.522708496038181
248_5	0.385776268945307	0.301196888932194	0.522708496038181
18_148	0.367654318935199	0.301442339704702	0.523091118899335
2302_1	0.390298928416032	0.301493627868532	0.523096218546688
86_43	0.48397111193795	0.301495227992152	0.523096218546688
44236	0.622105846520768	0.301743168176443	0.52348303300386
79_22	-0.408517409386447	0.301835414067622	0.523599697502596
16_87	0.403320364537327	0.301965844548132	0.523782576733799
3486_1	-0.834440007923017	0.302000251479101	0.523798879366493
37_208	-0.440493223431153	0.302138142733213	0.523975557124047
1356_2	-0.613868907967406	0.302152149866041	0.523975557124047
25723_3	0.498100074707177	0.302403495546552	0.524368011774364
17_29	-0.495031650643303	0.30266315213418	0.52474127869678
1960_1	0.436418395626717	0.302668865501829	0.52474127869678
56_89	0.393311385465344	0.302752207027154	0.524839645444689
234_2	-0.389821945447236	0.302775719069381	0.524839645444689
6_369	-0.399037192226928	0.302815935617389	0.524844886274444
122_8	0.88149940555052	0.302828858946128	0.524844886274444
23_59	0.824968906099883	0.303068999230018	0.525217622776164
12_255	0.39188566471367	0.303336600524293	0.525637883509664
9_384	1.35684501737634	0.303427607733371	0.525752088350055
55_15	1.35684753278774	0.303472565062289	0.52577733663177
494_2	0.421280675398669	0.303514609457567	0.52577733663177
13_263	-0.388161927098512	0.303517487572916	0.52577733663177
657_2	0.400064094647561	0.303565828889016	0.525797646877186
16_176	-0.507994123526204	0.303594816362385	0.525797646877186
743_3	0.44935992324371	0.303604523338873	0.525797646877186
26638_4	-0.422702668676661	0.303668091194185	0.525864255482614
37190	-0.620364930965722	0.304027599924852	0.526437517058925
83_85	-0.376425598529143	0.304058398255426	0.526437517058925
23_41	0.365067798645188	0.304074532412455	0.526437517058925
205_11	-0.596645113530455	0.304191660693186	0.526553036532918
4_168	-0.369639594129959	0.304209457039167	0.526553036532918
33_127	-0.564170922097163	0.30421667677655	0.526553036532918
135_32	-0.48638123401076	0.304338231027155	0.526710061027758
62_28	0.37054470474456	0.304367759402975	0.526710061027758
9_237	0.369574427817124	0.304382839755549	0.526710061027758
91_3	0.798902779954407	0.304663349680405	0.527092989627303
96_49	0.867603402632166	0.30467091564292	0.527092989627303
1_21	0.426751756567887	0.304679628809633	0.527092989627303
48_172	-0.439627619256821	0.304726948661487	0.527131313157816
1_302	0.369321273519811	0.304891754599133	0.527372846649503
70_23	0.74494144402643	0.304955726280796	0.527439941119016
788_1	-0.482005024698983	0.305032519356179	0.527529198077381
48_232	0.542631212398397	0.305110561584131	0.527620600427644
130_13	-0.391828260203555	0.305280287180992	0.527851034878769
90_26	0.531491420515942	0.30529421993418	0.527851034878769
9_267	0.386947327218193	0.305450740834207	0.528078065767434
48_22	-0.519113738930804	0.305542860398268	0.528150224385519
34_211	0.468967019349399	0.305542910903764	0.528150224385519
1_412	-0.450610093209012	0.305646752775562	0.528275043504711
119_18	0.437961396771024	0.305716937224397	0.528275043504711
49_129	0.378134741905208	0.305725427211713	0.528275043504711
3_324	0.365739491199802	0.305731747803564	0.528275043504711
1_280	0.429358933519735	0.30576248003599	0.528275043504711
175_17	-0.431547532032121	0.305766452728938	0.528275043504711
155_4	-0.461895510826277	0.305824215502931	0.528288029515217
136_73	-0.847478538615048	0.305824414317116	0.528288029515217
45218	0.455005600975327	0.305965009789518	0.528452504730714
53_61	0.387205567089504	0.305977747791822	0.528452504730714
14_210	-0.43715686457515	0.305995319998764	0.528452504730714
12_242	0.387505339411209	0.30620238672321	0.528766509186052
42_171	-0.431543761593242	0.306234170364766	0.528777798704866
25_53	-0.61416877038096	0.306283543322013	0.528819455517233
196_3	-0.483395458118755	0.306319943406447	0.528838708757669
209_32	0.422273427597644	0.306459297636017	0.52903568688588
5_115	0.372171145222829	0.306671401593452	0.529358208865572
380_3	0.396921573715427	0.306814956858425	0.529539890193753
29_15	-0.571385590309212	0.306827219259556	0.529539890193753
6_312	-0.3790456796756	0.306880858324345	0.529588825706798
1401_1	-0.611287412230911	0.307059887468434	0.529815435229063
80_2	-0.513619104191001	0.307100803812278	0.529815435229063
44_58	0.389949506119338	0.307117366460975	0.529815435229063
91_8	0.575468776815701	0.307134087560643	0.529815435229063
43_62	0.384647274746471	0.307138649536944	0.529815435229063
19_284	0.631927710335317	0.307199976459651	0.529877584365262
109_27	-0.53095490309838	0.307238482057656	0.529900362870357
199_27	-0.683214672919447	0.307286209467334	0.529939041358032
264_3	-0.37250847136896	0.307425989247155	0.530136451900351
19_88	-0.418679885192116	0.307452261428068	0.530138109460021
295_4	0.539524266183164	0.307520839486223	0.530212708514894
25_32	-0.705451987064495	0.307587945933265	0.530284758216499
19_263	-0.370593626639134	0.307751724774014	0.530429721836423
57_25	0.694961193288793	0.307784036681555	0.530429721836423
286_13	-0.401369661073767	0.307794595590315	0.530429721836423
19_87	0.383594101105003	0.307817200725464	0.530429721836423
33_61	0.576891829901163	0.307821612752007	0.530429721836423
89_43	-0.502736811871106	0.307823980373441	0.530429721836423
103_59	-0.554376299104467	0.307862473224666	0.530452410471423
28770_1	-0.47142948239781	0.308126733136224	0.530864063958067
162_48	0.364721434332176	0.308226835792402	0.530992850441837
47273	-0.465867927489863	0.308436276769248	0.531282576298712
83_23	0.392513667770516	0.308445744941148	0.531282576298712
58_43	-0.425970091527584	0.308501482613486	0.531300818370181
1024_1	0.398831811297854	0.30850706865687	0.531300818370181
10_65	-0.401251825198021	0.308555905445639	0.531331334212763
279_1	0.362314319571323	0.308589893739656	0.531331334212763
24_14	0.416305165542312	0.308612180041526	0.531331334212763
6_93	0.757589505026893	0.308626259824898	0.531331334212763
71_62	0.395320499908102	0.308994427660399	0.531921450427143
34167_1	0.359412211340081	0.309109922307649	0.532076538686202
239_6	0.371219398934249	0.309137109559336	0.532079608819155
119_19	-0.383547738936332	0.309243272866342	0.532198403002362
125_20	-0.615432802635939	0.30925694738323	0.532198403002362
4_35	0.59699953732286	0.309329369681064	0.532278308095653
112_10	0.417337169293243	0.309354205989419	0.532278308095653
39_73	-0.366316133484382	0.309394435529069	0.532303799257134
1_373	0.368477938160124	0.30946314556311	0.532350975156175
190_14	0.385008257616374	0.309472689114423	0.532350975156175
847_1	0.361147148629271	0.309556364389671	0.532438897051043
32_21	0.378634101810683	0.309574642553717	0.532438897051043
146_1	0.380291908767238	0.309756152421875	0.532698489147665
438_5	-0.392514185410188	0.3098002169863	0.532698489147665
65_30	-0.657542240432106	0.309801876166517	0.532698489147665
41200	0.396419787290768	0.309841570521501	0.532723008912563
9_215	0.42053091658997	0.309911030381218	0.532758197523976
1036_2	0.359835706191183	0.309914781136226	0.532758197523976
43120	0.492530879344847	0.309938345038417	0.532758197523976
0_55	-0.534432766223192	0.310045320974523	0.532898346283554
17_25	0.381763008882455	0.310146350721806	0.532993230758327
152_27	-0.439707162174532	0.310151420218787	0.532993230758327
63_7	0.414974192585371	0.310222163384715	0.533071065066277
1_135	0.479151561888894	0.310284197621109	0.533133922819863
532_3	0.467328580553495	0.310390570432399	0.533238889804156
26_261	0.486124510412426	0.310402339895617	0.533238889804156
6_305	0.39488083673296	0.310421665475391	0.533238889804156
6_85	-0.500495191559371	0.310712164241841	0.533694134824123
21_158	-0.502254844759973	0.310854325739642	0.533894534859927
162_27	-1.40685960429885	0.311159736576408	0.534352552568879
18_249	-0.479723353785252	0.311172025957633	0.534352552568879
718_2	0.375792633930308	0.31126250344743	0.534464103517497
192_20	-0.363414492318615	0.311322078005617	0.53451646018909
1453_1	0.380477294491933	0.311367600986831	0.53451646018909
23_26	-0.360435321230789	0.31136955506169	0.53451646018909
904_5	0.448682973237639	0.311659360471578	0.5349155768783
13_241	0.701333246662518	0.31167124869934	0.5349155768783
27_255	-0.391242057829779	0.311678925948418	0.5349155768783
8_138	-0.369005706120923	0.311717762444553	0.5349155768783
1_69	0.406672871023378	0.311729746067154	0.5349155768783
19_65	0.382830842915083	0.311914191823521	0.535188231977034
32_112	0.715344185603218	0.311946637324745	0.535200058876703
2756_1	0.376921805563245	0.312045980062994	0.535326648572316
44012	0.443926036775716	0.312076319384691	0.535334849263911
33_184	0.393627444668604	0.312152084620496	0.535420965717492
163_8	0.692347986394803	0.312242246199672	0.53549683554528
92_105	0.363420485300172	0.312247450585557	0.53549683554528
76_12	0.418196349601451	0.312281220516709	0.535510902548099
39725	0.460315051651161	0.312436591041797	0.535693765655678
6_182	-0.39370493691319	0.312439008892326	0.535693765655678
738_3	-0.367436321820882	0.312594866621469	0.535917122156558
672_1	0.575075934129444	0.312636747618717	0.535945054744969
24_71	-0.646870536692568	0.312672730116099	0.535962871943833
235_3	0.509936662476768	0.31270938365271	0.53598183638347
6_104	-0.515094820725319	0.312759214567524	0.536023381811373
211_34	-0.394010826022519	0.312801171863781	0.536051427318515
