Genes	logFC	PValue	FDR
30701_2	0.476942769025112	0.267623744876753	0.48836516556331
12_33	0.533193891015611	0.267690786553887	0.48836516556331
2637_1	0.561745669808426	0.267697831574615	0.48836516556331
99_61	0.39392558171252	0.267698744440187	0.48836516556331
357_10	0.42845890016256	0.267713079537261	0.48836516556331
5_293	-0.415795679760997	0.267720641250796	0.48836516556331
113_53	0.39612361444136	0.267798967686114	0.488465503630206
53_79	0.690667594840075	0.26787670292362	0.48856474597137
60_95	-0.5653526179101	0.268114412998512	0.488955714432202
14_115	0.471584171061272	0.26815674215599	0.488957797000016
14_252	-0.425860588847304	0.268162244647371	0.488957797000016
33279	0.460703539476205	0.268209152128626	0.489000756557632
98_19	-0.518191282454753	0.268285060244544	0.489096578189745
18_229	-0.478707453479377	0.268328932352432	0.489099861727667
405_1	-0.413709803654338	0.26834282860247	0.489099861727667
41_91	-0.987942947775377	0.268356916255638	0.489099861727667
2_420	0.487771342421219	0.268495197227892	0.489270072521633
84_32	0.581815608423323	0.268497026190673	0.489270072521633
209_1	0.492826835653195	0.268536258070582	0.489298993065536
3_149	0.40604398299537	0.268572730529152	0.489322881083254
27_193	0.39125633858604	0.268740463839668	0.489585893287106
109_47	0.421502665947414	0.268772538861349	0.489601741733428
1_132	0.478930029936852	0.268831241271436	0.489666088218996
99_33	-0.457537294090552	0.26891476701286	0.489775634355161
376_8	0.418094047178338	0.268938633401908	0.489776513051296
66_55	-0.472074249691305	0.26909352913995	0.490015994421514
3_456	-0.66607247234633	0.269150766595471	0.490077615086686
29_48	-0.414820929784586	0.269220688095102	0.490139678793885
192_3	0.418789706762658	0.269231654548754	0.490139678793885
39838	0.428302401802179	0.269269216722151	0.490146150684009
15_2	0.604407429580157	0.269302163996446	0.490146150684009
9_198	0.400608543082507	0.269305414278901	0.490146150684009
95_78	1.03881528077857	0.269373032865623	0.490191765862977
78_22	-0.668386167934933	0.269377284558743	0.490191765862977
107_75	0.391904324164163	0.26940824737107	0.490205520040575
216_6	-1.06059111476231	0.269450342963299	0.490211387624625
25_136	0.400940530433981	0.269478943404756	0.490211387624625
41_40	-0.892372606746684	0.269497268817703	0.490211387624625
17_223	-0.429864446420265	0.269505090880762	0.490211387624625
162_33	0.41330314210611	0.269530833868067	0.490215640445178
75_100	-0.66304038374839	0.269676487419721	0.490415947110948
8_108	0.430573804838032	0.269693436456725	0.490415947110948
84_23	0.429382913925927	0.269711210063071	0.490415947110948
116_90	0.565151299758849	0.269752197589282	0.490433512482386
71_65	0.423776459157683	0.269767700993534	0.490433512482386
6_269	0.408924055176299	0.269842984034459	0.490527799045457
80_44	0.409576791763146	0.269972208421687	0.490720116757115
1332_1	0.445154757916883	0.270023504395031	0.490770765320542
7_234	0.472445253487381	0.270064025961696	0.490801824188089
29_67	-0.640295073422655	0.270138439592227	0.490894466185945
82_33	0.395448174621603	0.270175583618913	0.49091937181384
29_104	-0.460942917975176	0.27028264757712	0.491071309290664
13_243	0.424066866545517	0.270350481727385	0.491151950713858
13_152	-0.457722727179171	0.270413242250458	0.491223361572926
175_29	0.579098427637751	0.270451631998949	0.491229483106169
23_112	0.444897026776404	0.270469803741403	0.491229483106169
65_65	-0.546718598240622	0.270498657498095	0.491229483106169
29666_1	0.399740200155636	0.270510425311366	0.491229483106169
83_30	-0.703222003631541	0.270574993170782	0.491304138011445
37454	-0.418063864836417	0.270620505603927	0.491319813967171
17_235	-0.41537439322044	0.270630541596526	0.491319813967171
38569	-0.425364552137354	0.270793788543736	0.491532407928296
29_92	-0.482187100414632	0.270813078950263	0.491532407928296
1214_2	-0.4160439149709	0.270837964615839	0.491532407928296
87_63	-0.64819072866294	0.270841514437836	0.491532407928296
17_202	-0.558789319839925	0.270994906565861	0.491747298986016
73_88	-0.624380330273429	0.271006878596113	0.491747298986016
1366_1	0.400771175835286	0.271168436311555	0.491960745127795
111_28	-0.578953243330726	0.271171487347835	0.491960745127795
13_118	-0.456040204633116	0.271278774774795	0.492112760926562
36_142	0.391917556155236	0.271338509476756	0.492164250127636
13_225	1.40684042431886	0.271354154236044	0.492164250127636
939_2	0.495759817004974	0.271403942222831	0.492178869616478
108_1	0.401592459851051	0.271409348934428	0.492178869616478
152_13	-0.567497847847384	0.271432710572449	0.492178869616478
11_150	0.408757265067509	0.271598559158752	0.492431106795575
140_24	-0.499569002637676	0.271618838711352	0.492431106795575
170_60	0.414471305939536	0.271689683457502	0.492479709700304
42_127	-0.944931196675829	0.271709876424317	0.492479709700304
74_91	-0.754294648520458	0.271716186454844	0.492479709700304
103_49	0.417188085083524	0.271761963005166	0.492520058418552
114_7	-0.658268601119874	0.271803094674331	0.492551982865016
2_149	0.39103478189989	0.2718361321053	0.49256923496371
113_32	-0.422975640797768	0.271861321045263	0.492572263779674
98_64	-0.502034731628166	0.271942090947882	0.492675987795467
125_18	-0.515744534313824	0.2719740841203	0.492691332978696
48_208	-0.435814186479406	0.27202979772359	0.492749642248603
232_6	0.515270472806987	0.272102434144064	0.492787291970891
6_238	0.414324267515397	0.272115501612285	0.492787291970891
12_150	0.404426072058089	0.272121165859886	0.492787291970891
107_69	0.413377416229888	0.272158439681765	0.492812182859391
25_86	0.3897226253966	0.272252539431607	0.492939958367479
7_210	0.416488558947048	0.272339181479722	0.493054210052103
132_58	0.936177446352089	0.27241062622248	0.493140930529804
32_64	0.417829891405109	0.272603529330246	0.493447491299111
116_26	-0.428595989008599	0.272627645887593	0.493448500096407
137_13	0.403652612536662	0.272700266907454	0.493527849584793
40680	-1.39501014193619	0.272725857430592	0.493527849584793
146_22	0.40945425774526	0.272742175170398	0.493527849584793
60_85	0.529151185314682	0.272770410382478	0.493536303166983
163_32	1.7347120905873	0.27290361922416	0.49373467259653
296_4	-0.419029204593241	0.273102742565241	0.494052249354721
23_132	-0.480347891005119	0.273131448658913	0.494061507225229
35476	-0.406687661485454	0.273273960597512	0.494256572193677
120_35	0.428780802232115	0.273286481860825	0.494256572193677
507_3	0.612098387916836	0.273356499483508	0.494336601826043
19_122	0.657720419940923	0.273386082987141	0.494336601826043
136_24	-0.446231871331484	0.273401537147428	0.494336601826043
64_56	0.625545222217319	0.273544634095355	0.494552642307052
31793	-0.492724663969044	0.273591514934775	0.494554189218345
111_40	-0.419239142085243	0.273592713796751	0.494554189218345
12_190	-0.414970566074902	0.273644721899641	0.494605514341386
16_95	0.51089201088043	0.273677547174783	0.494622161150732
25_103	0.38622948969891	0.273730165290506	0.494650121876778
46978	0.652924009182238	0.273751795634745	0.494650121876778
48_8	-0.432167968952294	0.273784585310806	0.494650121876778
2_136	0.417272144950912	0.273787484503103	0.494650121876778
8_65	-0.464613823355121	0.273877537666743	0.494770142007068
198_26	-0.449787347175216	0.273933515549533	0.494828588459246
44_13	-0.620475646449273	0.27397463541459	0.494860187888806
30_114	0.416568294935918	0.274142450010094	0.495069013088142
26_251	0.492914779696968	0.274144056838388	0.495069013088142
54_64	0.482331884835528	0.274170720157473	0.495069013088142
107_42	0.391831157396167	0.274184795981019	0.495069013088142
190_19	0.521471508953921	0.274269594742255	0.495179438141241
49_151	-0.394814732251677	0.274382662669647	0.495340878263726
123_56	0.390370845212309	0.274522507370314	0.495550626292445
58_75	1.86644011541727	0.274660006561872	0.495756104570701
42438	1.86643271202512	0.274689429403526	0.495766488484002
547_1	1.86233832304723	0.274730101143057	0.495797171156413
38519	0.416118525879124	0.274792164558516	0.495866450131655
62_31	-0.415886815247876	0.274819698095955	0.495873412872138
14_212	0.393671081233241	0.274892208755761	0.49596152230075
4_147	0.579838988726223	0.274991426234067	0.496073645215532
36201_1	0.65633487795692	0.275019313336173	0.496073645215532
106_44	0.527104638397573	0.275025407889365	0.496073645215532
58_58	0.475731356398285	0.275150798963635	0.49625708122736
19_152	0.413586746092124	0.275352959933182	0.496563581905977
11_66	0.459247316901947	0.275403448018887	0.496563581905977
65_64	0.398277285343386	0.2754143312404	0.496563581905977
42_110	0.77022551100853	0.275415570828443	0.496563581905977
12_222	1.04678987656461	0.275624266367978	0.496858470768711
84_63	-0.470803206109523	0.275626573017983	0.496858470768711
97_96	-0.419112392889811	0.275706095472397	0.496879967462831
53_154	-0.487787017531894	0.275735790942057	0.496879967462831
791_2	-0.505331313116939	0.275752710421737	0.496879967462831
124_28	2.27122715739581	0.275773024146472	0.496879967462831
64_77	2.27122636837302	0.275791982479599	0.496879967462831
31283	0.432170527890072	0.275795434574437	0.496879967462831
30120	-0.411952856907762	0.275819110733143	0.496879967462831
50_172	2.27122485809457	0.275828282725726	0.496879967462831
130_57	-0.875195036446667	0.275994378109225	0.497136416365472
108_49	-0.454590712040783	0.276078298736375	0.497244816152151
99_26	-0.994950225077126	0.276176505676672	0.497378926173507
173_37	-0.726678724750905	0.276425113673328	0.497783854001192
6_310	-0.39686330792461	0.276500263172107	0.497841764872518
794_3	-0.727423971588142	0.276526363948039	0.497841764872518
131_20	0.452538641089976	0.276551457728603	0.497841764872518
5_273	0.514707364858433	0.276553208783913	0.497841764872518
147_8	1.09962807008229	0.276576117262192	0.497841764872518
102_26	0.682597635854289	0.276614560302076	0.497868176121594
2_284	-1.87667322821028	0.276654651125303	0.497897548360497
110_43	0.426887887286511	0.276708751757738	0.497932012993735
32_139	-1.87809944449824	0.276750964655349	0.497932012993735
64_116	0.537798630820267	0.276771689150997	0.497932012993735
131_78	-1.85221146163567	0.276792948914723	0.497932012993735
128_2	-0.409999103046344	0.27681632960838	0.497932012993735
46_76	-0.413306117998211	0.276816958993858	0.497932012993735
46803	-0.413101583089877	0.276840214433614	0.497932012993735
80_72	-0.431142562446991	0.276894318887056	0.497986562690141
1222_1	-0.508058113656486	0.276926836331916	0.498002282731346
26_211	0.398880586010459	0.277025590896338	0.498137105196068
43_151	0.417988262896316	0.277198960333762	0.49840606268269
90_67	-0.418332119968398	0.277268161698198	0.498425438096603
50_113	2.28982332746601	0.277276943219418	0.498425438096603
10_191	2.2879429986092	0.277281126985038	0.498425438096603
9_309	-0.582063147375472	0.277313111985908	0.498440155371565
15_68	0.50667361744124	0.277627747479511	0.49892719242647
3_111	0.559583485030768	0.277663460816045	0.49892719242647
3_10	-0.687441880784376	0.277668216480501	0.49892719242647
1159_2	0.395001727176124	0.277681577891334	0.49892719242647
112_7	0.505134659087296	0.277703184975306	0.49892719242647
15_93	-0.393717643879886	0.277774612027807	0.499012715406331
42_160	-0.441200227386525	0.27782255688366	0.499015063452219
56_10	0.397934195282616	0.277830911979686	0.499015063452219
2_229	1.03115382237055	0.277847394126511	0.499015063452219
6_320	-0.40265175720916	0.277927978278507	0.499116994344795
20_24	-0.434954103949629	0.278021108659189	0.499221043599909
171_36	-0.384953311249779	0.278047082721477	0.499221043599909
48_163	-0.431251946818018	0.278057421562976	0.499221043599909
21_223	-0.439138771200076	0.278116042938282	0.499252622141394
96_5	0.384092989858716	0.278122682986191	0.499252622141394
127_34	-0.410656432477362	0.278186700012423	0.499288444606782
107_118	0.653534847250124	0.278190315042308	0.499288444606782
6_137	-0.389540798173439	0.278322094798376	0.499481131631127
214_2	-0.838881796669071	0.278345369701528	0.499481131631127
43956	0.422178562139461	0.278438074517176	0.499604683522852
22_63	-0.423526465154642	0.278518411962966	0.499674379832611
6_127	-0.856208932266827	0.278524630439042	0.499674379832611
34596	-0.617309590998795	0.278639686996457	0.499837979114491
138_43	0.391466073351258	0.278717477763942	0.499934706839578
3_320	0.46120468240554	0.278853160165927	0.500135249158704
70_57	-0.456063551237123	0.278879298427935	0.500139301787233
7_111	-0.43070465899206	0.278952738805277	0.500228177592169
92_101	0.417393238401269	0.279000246332054	0.500268434821389
138_52	0.386835478670412	0.279022958013057	0.500268434821389
1_19	0.418994643480013	0.279065332956947	0.500301583393243
195_38	-0.496704690661093	0.279211916195361	0.500521532412859
999_1	-0.432939653940676	0.279238969277871	0.500527189689774
639_1	-1.17687362978354	0.279272145872364	0.500543821264476
119_16	0.526097237998584	0.279366476297603	0.500670047578789
81_166	0.420744516005803	0.279413428824304	0.500702607840536
39_55	0.516463446375978	0.27943245562416	0.500702607840536
50_55	0.954100248523749	0.279477083740931	0.500708586521071
36_75	0.528047559529685	0.279483603963611	0.500708586521071
209_24	0.423840166983462	0.279560479554659	0.500768859351934
62_120	-0.490859356433983	0.27962083229506	0.500768859351934
21_163	-0.410961617544606	0.279629546461774	0.500768859351934
3593_1	-0.417995559495248	0.27966763281526	0.500768859351934
841_2	0.436584138478923	0.279722328176908	0.500768859351934
179_21	0.574356274196843	0.279736921123308	0.500768859351934
97_22	0.482016253182172	0.279745107701664	0.500768859351934
8_168	-0.393733416382765	0.279751512189339	0.500768859351934
54_61	0.506729841564371	0.279752563108175	0.500768859351934
19_177	0.404799044467851	0.279756334365098	0.500768859351934
42_41	-0.385093312968829	0.279872298912927	0.500933626792964
119_41	-0.471169526387229	0.279921870579287	0.500979541936525
48019	0.46103035155249	0.279949083293856	0.500985436567823
50_100	0.422796624789641	0.280116703170571	0.501242575643537
21_180	0.649791249456781	0.280218147263023	0.501381265541092
6_210	-0.4049559908039	0.280244975461963	0.50138643640991
103_93	-0.417915991404619	0.280275377808239	0.50139800035818
71_67	0.578615280311874	0.280348997777784	0.501486869797223
114_37	0.433524825049319	0.280378113806624	0.501496122432087
184_28	-0.383806773524044	0.280450091447395	0.50155920719695
73_47	0.411143216237537	0.280461276423522	0.50155920719695
102_40	0.421302717635444	0.280668513127722	0.50188696384019
6_427	0.42191277430201	0.280747790390284	0.501985869022068
549_4	-0.502577585939828	0.280811345978444	0.502017472164274
80_95	0.550967861555202	0.280813401951618	0.502017472164274
200_8	-0.434909699506027	0.280871416742091	0.502078332650259
36952	0.423761209626565	0.28090187496192	0.50208992755397
10_14	0.538427525521476	0.280942245910831	0.502119237187673
46_190	-0.497819606500345	0.281053282148265	0.502269529775865
464_1	1.00158749306781	0.281074297374214	0.502269529775865
173_4	0.415002685193178	0.281178986626732	0.502413741246963
97_15	0.423299978803942	0.281361733777777	0.502697390938799
30_92	0.402596116572986	0.281480557035763	0.502829260519008
198_25	-0.412107974152815	0.281496974434444	0.502829260519008
84_6	-0.424790852956965	0.281507563086459	0.502829260519008
135_44	0.381492286993169	0.28157148589716	0.502900551898698
33_149	0.406344299658644	0.28178893686077	0.503246016588406
118_15	-0.897229893904544	0.281882158928545	0.503369581273627
61_4	-0.427390173109316	0.281917956473297	0.503390588093197
21_39	-0.657755865530658	0.281980690750745	0.503459685259086
87_57	-0.408045561503191	0.282011518604127	0.503471808486486
45831	0.45098978494809	0.282194785740933	0.503712144087597
1_117	-0.40676385713622	0.282212315704909	0.503712144087597
945_2	-0.392778253775585	0.282224322099859	0.503712144087597
82_30	0.40940188659794	0.282242335784772	0.503712144087597
6_396	-0.401654061247762	0.282269774119938	0.503718191952127
28_103	0.458540033639025	0.282453786585541	0.503795288013916
52_25	3.80535022725521	0.282506203866335	0.503795288013916
42907	3.80534699591245	0.282524053518055	0.503795288013916
38719	3.80534396024535	0.282540825643988	0.503795288013916
55_85	0.379447889841954	0.282552109719839	0.503795288013916
604_2	3.80534074342304	0.282558602219633	0.503795288013916
33_87	3.80534068642555	0.282558917228198	0.503795288013916
164_1	3.80533834144678	0.282571878242314	0.503795288013916
8_7	-0.381785164906444	0.282574046373364	0.503795288013916
2_197	3.80533765912554	0.282575649890018	0.503795288013916
149_3	3.8053373131562	0.28257756235796	0.503795288013916
130_2	-0.422961335410789	0.28261593464587	0.503820814635948
1_106	-0.387001281877677	0.282744783480539	0.503906348051648
89_64	0.500467926142941	0.282766799130909	0.503906348051648
3_188	0.406512942692514	0.282939759300517	0.503906348051648
80_82	-1.84920797900491	0.283017266997942	0.503906348051648
25_160	0.380787220408684	0.283029785213694	0.503906348051648
228_3	0.436611448098453	0.283081759812706	0.503906348051648
59_56	0.387053930103517	0.2830989298853	0.503906348051648
189_29	-1.88084901897242	0.283102355221369	0.503906348051648
103_7	3.82680241081044	0.283204133846104	0.503906348051648
46_125	0.509111371882047	0.28320716919611	0.503906348051648
36787_2	0.533781016802491	0.283288464083237	0.503906348051648
65_37	3.82683552932725	0.283300133623212	0.503906348051648
831_1	-3.5984430610277	0.283308165811044	0.503906348051648
88_11	-3.5967972996976	0.283309445723379	0.503906348051648
48_48	-1.85370351171305	0.283317278654474	0.503906348051648
17_231	1.35837369615011	0.283320856200324	0.503906348051648
59_137	-3.59844338485719	0.283324114741794	0.503906348051648
107_16	-3.59679698948677	0.283325481184568	0.503906348051648
62_136	3.82684438779958	0.283325829717342	0.503906348051648
35927	3.82684681982252	0.283332885725458	0.503906348051648
170_34	-3.59679681372926	0.28333456781809	0.503906348051648
50_43	3.82685063175822	0.283343946433883	0.503906348051648
52_125	-3.59844390616033	0.283349795788058	0.503906348051648
27928_1	3.82685298717323	0.28335078161816	0.503906348051648
18_238	-3.59844393817959	0.283351373413933	0.503906348051648
4_179	3.82685579462043	0.283358929268934	0.503906348051648
143_11	1.35837757041537	0.28336481445105	0.503906348051648
140_42	3.82685980619417	0.283370572829434	0.503906348051648
209_27	-3.59844436025702	0.283372172407646	0.503906348051648
110_27	1.35837940821965	0.283385670742438	0.503906348051648
160_6	0.579326955246524	0.283495700165701	0.504059205430443
157_23	0.479771682334396	0.28356247662529	0.504135139030363
69_57	0.413643951906953	0.283618243643204	0.504191488126541
75_113	-0.828798186105891	0.283757669557205	0.504368008441608
20_237	0.671308804827499	0.283787302253482	0.504368008441608
150_44	-0.391176319066867	0.283813677526784	0.504368008441608
10_54	0.64362147197228	0.283813862377312	0.504368008441608
46758	0.433451817827532	0.283848341061602	0.504386485410643
117_81	-0.483955902278553	0.283873766534926	0.504388873436888
1_166	0.474778843665924	0.283941028003239	0.504431543188763
885_3	-0.480186533261013	0.283945948636692	0.504431543188763
937_1	0.476862832491838	0.284085973099794	0.504623505517516
38_29	0.383411196512903	0.28411404805472	0.504623505517516
104_47	0.427838475910014	0.284126283149586	0.504623505517516
42_141	0.39518718685271	0.284164489216536	0.504648569326806
103_16	0.382185910266355	0.284225148374699	0.504713500017641
114_45	0.864731578610853	0.284261640983174	0.504735509528024
130_14	0.386139784607097	0.284312942811625	0.504783808357166
123_49	0.397789795269119	0.284404678176453	0.504903880692136
33966	-0.441423307921425	0.284586191284582	0.505182676288985
0_130	0.38355584523826	0.284609958472667	0.505182676288985
107_84	-0.47421000598469	0.284712553326171	0.505213113068776
1289_1	-1.31821953666341	0.284761960162582	0.505213113068776
46_41	0.406984864219215	0.284768441797545	0.505213113068776
158_19	-0.405666476221821	0.284769319989034	0.505213113068776
23_63	-0.845027024227001	0.284775783665733	0.505213113068776
6_94	-0.383391105816601	0.284801103961747	0.505213113068776
48_94	-0.41840401301934	0.28480225139666	0.505213113068776
55_35	0.538602451169814	0.284844048497122	0.505213113068776
20_180	-0.439027884727692	0.284844194424883	0.505213113068776
2_230	1.00250563689835	0.284880919510342	0.505235466481296
1346_1	0.483975662045693	0.285011590005745	0.505424413908249
126_35	0.39716459418262	0.285048178567123	0.505446503563189
48_91	-0.402106826964776	0.285096409853977	0.505463880302183
92_11	0.383672309134657	0.285106244062544	0.505463880302183
297_2	-1.6801506690874	0.28514124889331	0.50548232078362
19_3	-0.436392555965256	0.285164912980628	0.50548232078362
146_31	-0.389119136414231	0.285340364862062	0.505721103030486
81_127	0.414570001623211	0.285347910986597	0.505721103030486
109_39	0.398586959044704	0.285523241705227	0.505916657533452
74_14	1.34307705933545	0.285534598170392	0.505916657533452
50_5	-1.13209565448924	0.285554239187073	0.505916657533452
5_55	-0.406657425661389	0.285559097638717	0.505916657533452
16_93	1.34307641873398	0.285579023252232	0.505916657533452
2_10	0.385177596916331	0.285634724085139	0.505972538562519
94_47	-0.410913491107351	0.285690894466827	0.506029241827289
69_56	0.523294820575071	0.285780179323677	0.506113057925021
195_37	0.75188345140496	0.285805669259687	0.506113057925021
101_53	0.554650972061674	0.285810706571361	0.506113057925021
3_290	0.749204774830621	0.285927411404514	0.506276915366264
53_87	0.413882559878569	0.28602776047677	0.506371235734081
43_3	-1.24987683348903	0.286063261981838	0.506371235734081
8_131	-0.412916945479074	0.286065586638942	0.506371235734081
8_116	0.461687001454936	0.286078237324521	0.506371235734081
44337_1	0.711732464734861	0.286101561407358	0.506371235734081
163_20	0.685441446624609	0.286161589792449	0.506434685103747
85_20	0.436791507862737	0.286197777809186	0.506455935807147
136_59	-0.419611454027518	0.286233240519799	0.506469704834842
106_56	0.435773885489863	0.286253920545947	0.506469704834842
64_83	0.404364393642389	0.286366133731098	0.506570309978546
875_3	-0.493850591690628	0.286375245450145	0.506570309978546
30_160	-0.430129837957222	0.286383339243541	0.506570309978546
9_188	-0.399445983309332	0.28645649120066	0.506656916753742
1210_3	-0.540833846271438	0.286515102749484	0.506717793387481
84_86	-0.38303690822085	0.286615604348065	0.506817640853044
34989	0.423096111051752	0.286619954925009	0.506817640853044
5_304	-0.437629953777295	0.286665217445021	0.506818099701209
25_132	0.40541940549474	0.286668609556468	0.506818099701209
9_275	-0.974404610505137	0.286756432907198	0.506893343528829
37_192	-0.449845122745129	0.286759571614853	0.506893343528829
177_12	-0.530136646967479	0.286898065462579	0.50709535705601
4_162	-0.525444869143591	0.287020717862363	0.50726933892728
657_1	0.400630548290732	0.287086480799557	0.507342755682308
36_25	-0.51859460936385	0.287209437763096	0.507475045737161
28_9	-0.405456114125746	0.287232306069772	0.507475045737161
45591	0.495376316965971	0.287234025648796	0.507475045737161
706_2	-0.615852336727398	0.287265714496078	0.507488224537816
112_52	-0.401096075696616	0.287436545982022	0.507737630845139
101_43	-0.831357589578636	0.287455374865679	0.507737630845139
18_38	0.491162351130739	0.287522020553102	0.507812523862444
198_2	0.386698714099001	0.287601697379287	0.507910102535791
29_148	-0.567695673486748	0.287631741340555	0.507910102535791
10_76	-0.471839477318387	0.287650018442567	0.507910102535791
201_10	0.556017019420593	0.28778734557522	0.508109749057825
104_53	-0.445357592369701	0.287900948310536	0.508267478284236
7_118	-0.609040979614654	0.287980832181949	0.508269209446364
48_185	-0.414686545666661	0.287989316965396	0.508269209446364
36586	0.759724086616148	0.288011345294174	0.508269209446364
425_2	0.978342453004753	0.288022512648675	0.508269209446364
117_88	0.525263300389015	0.288041118842877	0.508269209446364
136_14	0.718001565031298	0.288047530013289	0.508269209446364
192_1	-0.479547158034837	0.288155021061845	0.508377227745947
1180_1	-0.416040849294116	0.288157290417755	0.508377227745947
85_31	0.401123063064813	0.288227704337772	0.50845474681733
126_26	0.413312070428296	0.288249781031701	0.50845474681733
112_93	0.388412630255477	0.288326886866835	0.508544088753489
142_17	0.383748038506271	0.288348990118712	0.508544088753489
8_49	-0.472797835588506	0.288376427069233	0.508549656054987
2145_1	-0.417137485187539	0.288470560946472	0.508672832044441
44_41	0.46990686834316	0.288505170049352	0.508691033477876
37_130	0.457450957487758	0.288609431924817	0.508832032968459
44_23	0.398907033237232	0.288720026302524	0.508984172284013
41_8	0.407495156779077	0.288747830562179	0.508987967253772
26_229	0.670617455521578	0.288770781326167	0.508987967253772
36386	0.950198174388618	0.288910516387912	0.509177549550319
2_219	3.77994292100106	0.288930961588794	0.509177549550319
167_17	-3.59482530172636	0.289046385493283	0.509177549550319
882_4	-3.60042320106448	0.289055762203755	0.509177549550319
4_66	-3.59482470053006	0.289057284615712	0.509177549550319
14_124	-3.59482359522353	0.289077326329267	0.509177549550319
48_129	-3.60042488121886	0.289085720679641	0.509177549550319
44807_2	-3.60042564182672	0.289099286307597	0.509177549550319
104_8	-3.59482183458239	0.289109260238764	0.509177549550319
77_2	-3.59482116313927	0.28912144171888	0.509177549550319
58_80	-3.59481953548279	0.289150978094759	0.509186752664767
28432	-0.516270480196555	0.289201651922285	0.509212214594778
44_44	0.400200622440198	0.289214060865098	0.509212214594778
64_44	-0.453367982115463	0.289243511786137	0.509221262029137
31_92	-0.468977071232153	0.289395368551544	0.509445788730214
95_74	-0.570299232045942	0.289616806289324	0.509754501709127
28202_1	0.842756765370572	0.289633947560282	0.509754501709127
202_9	0.653198671662205	0.28968125865228	0.509754501709127
81_149	0.520095818760397	0.289686785129041	0.509754501709127
135_9	-0.497946162574958	0.28969242462849	0.509754501709127
34651_2	-0.538109228057542	0.289752708061523	0.509817747845144
52_123	-0.484654037056134	0.289886978163143	0.510011151417642
107_34	0.394617529157916	0.289931288276792	0.510027215964352
50_101	0.531944908172261	0.289944810717954	0.510027215964352
33_124	0.410207808344519	0.290059498134926	0.510186109206922
53_137	0.380472711727377	0.290099502691305	0.510213626993819
19_224	0.421425590048404	0.290141508377921	0.510244659359829
5_46	1.12158869893127	0.290209595238109	0.510321549178254
178_8	-0.379836137357655	0.290333988575892	0.510497430382979
33_133	-0.422824522631928	0.290365833895438	0.510510567526227
16_177	-0.413298462756372	0.290396656476476	0.510521904473711
7_147	-0.425013992726844	0.29046544121722	0.510599971992839
9_38	0.397439586607185	0.290619270347226	0.510767647808405
341_2	0.388714745188597	0.290622024228605	0.510767647808405
40_70	1.01107397151845	0.290636828440727	0.510767647808405
32363	0.398597699429171	0.290658371650913	0.510767647808405
326_1	0.505987167981491	0.290727907152112	0.510822321827916
205_6	0.41481743653618	0.290738262043952	0.510822321827916
140_26	0.381594729942356	0.290831241286427	0.510942824085238
80_51	3.85505408232775	0.290977595100149	0.511008118584608
45547	0.655615921234383	0.290998943069787	0.511008118584608
49_93	3.85507268343786	0.291000879707467	0.511008118584608
65_130	3.85507642305363	0.291005561656355	0.511008118584608
2731_1	0.427879295950525	0.291014321941561	0.511008118584608
12_248	3.85509295821436	0.291026266469064	0.511008118584608
25_15	0.374269522967465	0.291081224297592	0.511008118584608
405_3	0.65807672655415	0.291081930027001	0.511008118584608
999_3	-0.404961256905484	0.29108798581203	0.511008118584608
23_76	0.536892015771697	0.291123103329451	0.511026935906415
7_126	0.382606549660613	0.291148762082172	0.51102914789333
86_63	3.85526000448239	0.291235712601361	0.511138930822483
64_41	-0.70311665014521	0.29127165149577	0.511159173906904
4_72	0.411043703102239	0.291359928229074	0.51127125475519
75_93	0.433444263238588	0.291435010636861	0.511360165685605
74_60	0.446227823172362	0.29146716628727	0.51137160968196
173_5	0.505599903959968	0.29149036275927	0.51137160968196
82_27	-0.66720313534249	0.291719987617198	0.511701170650545
32_13	-0.422055655875442	0.291753780798433	0.511701170650545
35_75	0.647752247504178	0.291767433322369	0.511701170650545
92_43	0.412917885161551	0.291775940848864	0.511701170650545
277_4	0.433933995876412	0.291825774184317	0.511707526809253
25_159	0.392861843450107	0.291828427201553	0.511707526809253
65_49	-0.378682814729647	0.291896936325381	0.511784809252896
90_64	0.423414066071681	0.291940098089978	0.51181764078803
888_1	-0.513462997456447	0.292031864282046	0.51193567102339
1294_2	0.967514843550571	0.292122789704062	0.51205220774555
522_2	0.436693627729931	0.292176818830727	0.512083902207428
9_129	0.966389912033348	0.292189769170731	0.512083902207428
496_3	0.966385195340201	0.292243755601988	0.512135664414629
53_36	0.402257226869645	0.292456374443956	0.512465386323823
44_50	-0.459243762101605	0.292527411158507	0.512546982325156
197_7	0.5539804908209	0.292635584286966	0.512693627176119
25_89	0.59102861067608	0.29276175882375	0.51286854986296
55_106	1.04940617579678	0.292797153476111	0.51286854986296
124_15	0.42764896892825	0.292808886095072	0.51286854986296
380_1	-0.891007158183131	0.292874471639022	0.512930334002153
6_37	0.409399094385036	0.292919921291781	0.512930334002153
3_279	0.376982272305332	0.292925217923519	0.512930334002153
34995	0.704290711467601	0.292983260899823	0.512930334002153
21_105	0.569077935465442	0.293034960220504	0.512930334002153
2_178	0.587282434629218	0.293036386720799	0.512930334002153
106_83	-0.476342746793222	0.293039325961955	0.512930334002153
9_358	-0.407887104465382	0.293061538240878	0.512930334002153
50_32	-0.430448013651293	0.293064564669552	0.512930334002153
47_78	-0.572210771262025	0.293164302553252	0.513047817569123
